,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
425,Cody,Ceci,Carolina Hurricanes,D,210,75,22,1,0,0,0,0,0,4.0,0.0,0.0,0,20.0,11.0,25.0
426,Casey,Cizikas,,C,191,71,22,1,0,0,0,0,0,6.0,58.0,73.0,0,13.0,53.0,22.0
427,Sam,Colangelo,Washington Capitals,R,213,74,7,1,0,0,0,0,0,4.0,1.0,1.0,0,3.0,9.0,2.0
428,Ian,Cole,,D,237,73,22,1,0,0,0,0,0,12.0,0.0,0.0,0,19.0,25.0,46.0
429,Andrew,Copp,Pittsburgh Penguins,C,200,73,22,1,0,0,0,0,0,10.0,94.0,78.0,0,26.0,13.0,23.0
430,Easton,Cowan,New York Rangers,R,190,72,14,1,0,0,0,0,0,4.0,1.0,3.0,0,25.0,15.0,8.0
431,Charle-Edouard,D'Astous,Los Angeles Kings,D,211,74,14,1,0,0,0,0,0,13.0,0.0,0.0,0,11.0,17.0,16.0
432,Rasmus,Dahlin,,D,204,75,18,1,0,0,0,0,0,10.0,0.0,0.0,0,45.0,13.0,25.0
433,Nate,Danielson,Pittsburgh Penguins,C,195,74,7,1,0,0,0,0,0,0.0,16.0,36.0,0,11.0,2.0,3.0
434,Tony,DeAngelo,,D,190,72,22,1,0,0,0,0,0,25.0,0.0,0.0,0,41.0,12.0,19.0
435,Dylan,DeMelo,,D,194,73,20,1,0,0,0,0,0,16.0,0.0,0.0,0,15.0,24.0,38.0
436,Jason,Dickinson,Philadelphia Flyers,C,200,74,8,1,0,0,0,0,0,2.0,68.0,58.0,0,10.0,6.0,7.0
437,Sam,Dickinson,,D,200,75,16,1,0,0,0,0,0,6.0,0.0,0.0,0,16.0,12.0,10.0
438,Nic,Dowd,Dallas Stars,C,195,74,19,1,0,0,0,0,0,14.0,125.0,120.0,0,21.0,33.0,13.0
439,Matt,Duchene,Edmonton Oilers,C,211,71,4,1,0,0,0,0,0,0.0,12.0,11.0,0,3.0,2.0,4.0
440,Josh,Dunne,,C,208,76,14,1,0,0,0,0,0,25.0,8.0,17.0,0,11.0,16.0,7.0
441,Joel,Edmundson,Carolina Hurricanes,D,221,77,22,1,0,0,0,0,0,10.0,0.0,0.0,0,31.0,25.0,26.0
442,Adam,Edstrom,,C,232,79,20,1,0,0,0,0,0,2.0,2.0,0.0,0,16.0,39.0,15.0
443,Aaron,Ekblad,,D,220,76,20,1,0,0,0,0,0,12.0,0.0,0.0,0,33.0,23.0,30.0
444,Ty,Emberson,New York Islanders,D,193,72,19,1,0,0,0,0,0,2.0,0.0,0.0,0,15.0,28.0,33.0
445,Dante,Fabbro,San Jose Sharks,D,200,72,22,1,0,0,0,0,0,4.0,0.0,0.0,0,22.0,7.0,52.0
446,Radek,Faksa,Edmonton Oilers,C,216,75,21,1,0,0,0,0,0,6.0,86.0,71.0,0,10.0,31.0,16.0
447,Martin,Fehérváry,Dallas Stars,D,215,74,22,1,0,0,0,0,0,13.0,0.0,0.0,0,27.0,30.0,38.0
448,Mario,Ferraro,,D,200,71,22,1,0,0,0,0,0,4.0,0.0,0.0,0,22.0,39.0,52.0
449,Jack,Finley,Los Angeles Kings,C,227,78,8,1,0,0,0,0,0,4.0,37.0,47.0,0,6.0,15.0,2.0
450,Brendan,Gallagher,,R,185,69,21,1,0,0,0,0,0,10.0,3.0,0.0,0,34.0,22.0,6.0
451,Gage,Goncalves,Los Angeles Kings,C,189,73,21,1,0,0,0,0,0,4.0,3.0,6.0,0,15.0,25.0,15.0
452,Barclay,Goodrow,,C,210,74,22,1,0,0,0,0,0,6.0,5.0,6.0,0,18.0,33.0,16.0
453,Shayne,Gostisbehere,Detroit Red Wings,D,183,71,12,1,0,0,0,0,0,4.0,0.0,0.0,0,20.0,6.0,14.0
454,Ryan,Graves,Toronto Maple Leafs,D,225,77,7,1,0,0,0,0,0,4.0,0.0,0.0,0,9.0,5.0,14.0
455,Nikita,Grebenkin,,R,210,74,12,1,0,0,0,0,0,19.0,2.0,0.0,0,6.0,20.0,3.0
456,Jordan,Greenway,,L,231,78,11,1,0,0,0,0,0,13.0,7.0,5.0,0,11.0,13.0,7.0
457,Matvei,Gridin,Vancouver Canucks,R,182,73,4,1,0,0,0,0,0,0.0,0.0,4.0,0,9.0,1.0,3.0
458,Radko,Gudas,Washington Capitals,D,208,72,11,1,0,0,0,0,0,7.0,0.0,0.0,0,16.0,40.0,21.0
459,Kaiden,Guhle,,D,202,75,5,1,0,0,0,0,0,7.0,0.0,0.0,0,7.0,16.0,5.0
460,Nicolas,Hague,St. Louis Blues,D,245,78,13,1,0,0,0,0,0,6.0,0.0,0.0,0,10.0,20.0,9.0
461,Filip,Hallander,Toronto Maple Leafs,C,203,73,13,1,0,0,0,0,0,2.0,0.0,2.0,0,22.0,3.0,7.0
462,Brian,Halonen,Montréal Canadiens,L,207,72,9,1,0,0,0,0,0,5.0,0.0,0.0,0,4.0,18.0,3.0
463,Noah,Hanifin,,D,206,75,11,1,0,0,0,0,0,2.0,0.0,0.0,0,30.0,7.0,18.0
464,Thomas,Harley,Edmonton Oilers,D,214,75,18,1,0,0,0,0,0,8.0,0.0,0.0,0,21.0,9.0,45.0
465,Jordan,Harris,Boston Bruins,D,189,72,5,1,0,0,0,0,0,0.0,0.0,0.0,0,9.0,4.0,3.0
466,Pontus,Holmberg,Los Angeles Kings,R,201,72,15,1,0,0,0,0,0,10.0,11.0,24.0,0,15.0,18.0,9.0
467,Filip,Hronek,New Jersey Devils,D,190,72,22,1,0,0,0,0,0,8.0,0.0,0.0,0,29.0,45.0,32.0
468,Luke,Hughes,Montréal Canadiens,D,198,74,21,1,0,0,0,0,0,22.0,0.0,0.0,0,47.0,8.0,19.0
469,Quinn,Hughes,New Jersey Devils,D,180,70,17,1,0,0,0,0,0,6.0,0.0,0.0,0,46.0,1.0,19.0
470,Dominic,James,Los Angeles Kings,C,190,72,12,1,0,0,0,0,0,4.0,39.0,46.0,0,13.0,23.0,6.0
471,Mark,Jankowski,Detroit Red Wings,L,200,76,12,1,0,0,0,0,0,6.0,60.0,49.0,0,7.0,4.0,8.0
472,Nick,Jensen,,D,202,72,21,1,0,0,0,0,0,6.0,0.0,0.0,0,15.0,18.0,20.0
473,Ross,Johnston,Washington Capitals,L,232,77,21,1,0,0,0,0,0,46.0,1.0,3.0,0,8.0,57.0,8.0
474,Roman,Josi,St. Louis Blues,D,201,73,9,1,0,0,0,0,0,6.0,0.0,0.0,0,23.0,4.0,18.0
475,Tyson,Jost,St. Louis Blues,C,187,71,16,1,0,0,0,0,0,4.0,9.0,11.0,0,17.0,22.0,10.0
476,Kaapo,Kakko,,R,215,73,7,1,0,0,0,0,0,4.0,0.0,1.0,0,8.0,3.0,2.0
477,Erik,Karlsson,Toronto Maple Leafs,D,185,72,21,1,0,0,0,0,0,6.0,0.0,0.0,0,40.0,0.0,23.0
478,Matthew,Kessel,Buffalo Sabres,D,212,75,13,1,0,0,0,0,0,4.0,0.0,0.0,0,7.0,5.0,5.0
479,Alex,Killorn,Washington Capitals,L,205,73,22,1,0,0,0,0,0,4.0,19.0,26.0,0,36.0,21.0,11.0
480,Luke,Kunin,,C,197,72,16,1,0,0,0,0,0,6.0,51.0,58.0,0,11.0,27.0,21.0
481,Sam,Lafferty,Philadelphia Flyers,C,205,74,9,1,0,0,0,0,0,14.0,3.0,2.0,0,2.0,10.0,1.0
482,Brad,Lambert,,C,173,73,4,1,0,0,0,0,0,2.0,0.0,1.0,0,3.0,3.0,1.0
483,Adam,Larsson,,D,207,75,21,1,0,0,0,0,0,8.0,0.0,0.0,0,17.0,31.0,48.0
484,Curtis,Lazar,New York Islanders,C,203,72,9,1,0,0,0,0,0,2.0,19.0,15.0,0,3.0,19.0,6.0
485,Charles Alexis,Legault,Detroit Red Wings,D,220,76,8,1,0,0,0,0,0,10.0,0.0,0.0,0,10.0,9.0,6.0
486,Jonathan,Lekkerimäki,New Jersey Devils,R,172,71,4,1,0,0,0,0,0,0.0,0.0,0.0,0,3.0,5.0,2.0
487,Kris,Letang,Toronto Maple Leafs,D,199,72,21,1,0,0,0,0,0,8.0,0.0,0.0,0,32.0,25.0,29.0
488,Hampus,Lindholm,Boston Bruins,D,217,76,15,1,0,0,0,0,0,14.0,0.0,0.0,0,21.0,2.0,22.0
489,Adam,Lowry,,C,210,77,8,1,0,0,0,0,0,0.0,49.0,50.0,0,12.0,19.0,9.0
490,Nils,Lundkvist,Edmonton Oilers,D,194,73,4,1,0,0,0,0,0,2.0,0.0,0.0,0,2.0,3.0,5.0
491,Olle,Lycksell,,R,197,71,6,1,0,0,0,0,0,0.0,0.0,0.0,0,6.0,2.0,3.0
492,Mackenzie,MacEachern,New Jersey Devils,L,193,74,7,1,0,0,0,0,0,12.0,1.0,0.0,0,5.0,10.0,6.0
493,Joshua,Mahura,,D,193,72,13,1,0,0,0,0,0,16.0,0.0,0.0,0,9.0,13.0,21.0
494,Beck,Malenstyn,,L,209,75,20,1,0,0,0,0,0,2.0,0.0,2.0,0,24.0,68.0,27.0
495,Sam,Malinski,Calgary Flames,D,190,71,21,1,0,0,0,0,0,2.0,0.0,0.0,0,36.0,7.0,24.0
496,Josh,Manson,Calgary Flames,D,218,75,21,1,0,0,0,0,0,26.0,0.0,0.0,0,25.0,49.0,29.0
497,John,Marino,,D,200,73,22,1,0,0,0,0,0,4.0,0.0,0.0,0,25.0,5.0,20.0
498,Jack,McBain,,C,219,76,22,1,0,0,0,0,0,28.0,109.0,104.0,0,30.0,56.0,19.0
499,Michael,McCarron,St. Louis Blues,R,232,78,21,1,0,0,0,0,0,18.0,155.0,135.0,0,24.0,54.0,18.0
500,Dakota,Mermis,New York Rangers,D,197,72,7,1,0,0,0,0,0,7.0,0.0,0.0,0,4.0,6.0,2.0
501,Michael,Misa,,C,185,73,7,1,0,0,0,0,0,2.0,20.0,18.0,0,13.0,2.0,6.0
502,J.J.,Moser,Los Angeles Kings,D,183,74,19,1,0,0,0,0,0,10.0,0.0,0.0,0,25.0,17.0,25.0
503,Tyler,Myers,New Jersey Devils,D,229,80,22,1,0,0,0,0,0,16.0,0.0,0.0,0,26.0,28.0,47.0
504,Bradly,Nadeau,Detroit Red Wings,L,180,71,6,1,0,0,0,0,0,0.0,0.0,1.0,0,4.0,4.0,4.0
505,Nikita,Nesterenko,Washington Capitals,C,203,74,20,1,0,0,0,0,0,6.0,9.0,17.0,0,18.0,39.0,5.0
506,Stefan,Noesen,Montréal Canadiens,R,205,73,15,1,0,0,0,0,0,6.0,7.0,7.0,0,18.0,17.0,9.0
507,Liam,O'Brien,,C,215,73,8,1,0,0,0,0,0,12.0,0.0,0.0,0,12.0,15.0,6.0
508,Ondrej,Palat,Montréal Canadiens,L,194,72,21,1,0,0,0,0,0,2.0,1.0,3.0,0,23.0,37.0,23.0
509,Nick,Paul,Los Angeles Kings,L,234,76,2,1,0,0,0,0,0,0.0,13.0,11.0,0,4.0,5.0,0.0
510,Cole,Perfetti,,C,185,71,6,1,0,0,0,0,0,2.0,0.0,1.0,0,12.0,3.0,4.0
511,Alexander,Petrovic,Edmonton Oilers,D,215,77,20,1,0,0,0,0,0,21.0,0.0,0.0,0,23.0,33.0,28.0
512,Marcus,Pettersson,New Jersey Devils,D,174,77,22,1,0,0,0,0,0,25.0,0.0,0.0,0,15.0,12.0,38.0
513,Neal,Pionk,,D,190,72,20,1,0,0,0,0,0,10.0,0.0,0.0,0,43.0,41.0,36.0
514,Ryan,Poehling,Washington Capitals,C,206,74,16,1,0,0,0,0,0,4.0,80.0,98.0,0,11.0,7.0,14.0
515,Aatu,Raty,New Jersey Devils,C,204,74,20,1,0,0,0,0,0,10.0,137.0,109.0,0,15.0,48.0,9.0
516,Mike,Reilly,Detroit Red Wings,D,191,74,18,1,0,0,0,0,0,6.0,0.0,0.0,0,31.0,8.0,22.0
517,Cole,Reinhardt,,L,207,73,15,1,0,0,0,0,0,6.0,2.0,3.0,0,7.0,27.0,1.0
518,Matt,Rempe,,C,261,81,9,1,0,0,0,0,0,7.0,2.0,3.0,0,8.0,30.0,3.0
519,Sam,Rinzel,Philadelphia Flyers,D,194,76,20,1,0,0,0,0,0,22.0,0.0,0.0,0,29.0,18.0,26.0
520,Matthew,Robertson,,D,210,76,14,1,0,0,0,0,0,6.0,0.0,0.0,0,10.0,23.0,17.0
521,Matt,Roy,Dallas Stars,D,220,74,22,1,0,0,0,0,0,4.0,0.0,0.0,0,31.0,25.0,46.0
522,Nicolas,Roy,New York Rangers,C,200,76,19,1,0,0,0,0,0,4.0,126.0,115.0,0,21.0,19.0,12.0
523,Brandon,Saad,,L,207,73,21,1,0,0,0,0,0,6.0,6.0,14.0,0,33.0,2.0,11.0
524,Scott,Sabourin,Los Angeles Kings,R,205,75,3,1,0,0,0,0,0,18.0,0.0,1.0,0,5.0,6.0,1.0
525,Nate,Schmidt,,D,197,72,22,1,0,0,0,0,0,2.0,0.0,0.0,0,32.0,24.0,17.0
526,Braden,Schneider,,D,206,75,23,1,0,0,0,0,0,6.0,0.0,0.0,0,27.0,54.0,38.0
527,Damon,Severson,San Jose Sharks,D,204,74,22,1,0,0,0,0,0,10.0,0.0,0.0,0,25.0,24.0,24.0
528,Landon,Slaggert,Philadelphia Flyers,L,180,72,9,1,0,0,0,0,0,12.0,0.0,0.0,0,5.0,16.0,5.0
529,Elmer,Soderblom,Pittsburgh Penguins,L,252,80,11,1,0,0,0,0,0,2.0,1.0,0.0,0,11.0,22.0,3.0
530,Carson,Soucy,,D,211,76,19,1,0,0,0,0,0,6.0,0.0,0.0,0,15.0,32.0,22.0
531,Jordan,Spence,,D,188,71,12,1,0,0,0,0,0,4.0,0.0,0.0,0,17.0,10.0,5.0
532,Jared,Spurgeon,Ottawa Senators,D,166,69,22,1,0,0,0,0,0,4.0,0.0,0.0,0,23.0,33.0,38.0
533,Spencer,Stastney,St. Louis Blues,D,184,72,21,1,0,0,0,0,0,4.0,0.0,0.0,0,19.0,3.0,19.0
534,Alex,Steeves,Boston Bruins,C,199,72,7,1,0,0,0,0,0,7.0,0.0,2.0,0,10.0,24.0,12.0
535,Kevin,Stenlund,,C,213,75,22,1,0,0,0,0,0,6.0,178.0,177.0,0,20.0,15.0,20.0
536,Ryan,Strome,Washington Capitals,C,192,73,6,1,0,0,0,0,0,2.0,28.0,46.0,0,10.0,2.0,3.0
537,Alexey,Toropchenko,Buffalo Sabres,R,225,78,15,1,0,0,0,0,0,0.0,0.0,0.0,0,10.0,35.0,11.0
538,Yakov,Trenin,Ottawa Senators,C,201,74,22,1,0,0,0,0,0,10.0,16.0,33.0,0,25.0,99.0,16.0
539,Maxim,Tsyplakov,,R,203,75,13,1,0,0,0,0,0,0.0,0.0,3.0,0,11.0,22.0,0.0
540,Tyler,Tucker,Buffalo Sabres,D,204,73,21,1,0,0,0,0,0,32.0,0.0,0.0,0,17.0,26.0,18.0
541,Riley,Tufte,Boston Bruins,L,233,78,2,1,0,0,0,0,0,0.0,0.0,0.0,0,4.0,6.0,0.0
542,Joe,Veleno,,C,201,73,16,1,0,0,0,0,0,13.0,38.0,38.0,0,15.0,30.0,13.0
543,Ozzy,Wiesblatt,St. Louis Blues,R,183,70,18,1,0,0,0,0,0,17.0,0.0,4.0,0,14.0,46.0,10.0
544,Cam,York,,D,194,72,17,1,0,0,0,0,0,6.0,0.0,0.0,0,11.0,1.0,35.0
545,Nikita,Zadorov,Boston Bruins,D,255,79,23,1,0,0,0,0,0,44.0,0.0,0.0,0,30.0,73.0,34.0
546,Connor,Zary,Vancouver Canucks,C,178,72,21,1,0,0,0,0,0,10.0,32.0,51.0,0,28.0,14.0,9.0
547,Mats,Zuccarello,Ottawa Senators,R,181,68,7,1,0,0,0,0,0,2.0,3.0,4.0,0,10.0,2.0,3.0
548,Trevor,van Riemsdyk,Dallas Stars,D,210,75,17,1,0,0,0,0,0,10.0,0.0,0.0,0,10.0,3.0,20.0
549,Noel,Acciari,Toronto Maple Leafs,C,204,71,13,0,0,0,0,0,0,12.0,55.0,36.0,0,11.0,18.0,14.0
550,Andrew,Agozzino,,L,187,70,2,0,0,0,0,0,0,0.0,3.0,4.0,0,0.0,4.0,1.0
551,Jack,Ahcan,Calgary Flames,D,180,68,6,0,0,0,0,0,0,0.0,0.0,0.0,0,2.0,5.0,4.0
552,Nils,Aman,New Jersey Devils,C,179,74,2,0,0,0,0,0,0,0.0,1.0,1.0,0,1.0,2.0,1.0
553,Emil,Andrae,,D,189,69,10,0,0,0,0,0,0,4.0,0.0,0.0,0,10.0,11.0,6.0
554,Jonathan,Aspirot,Boston Bruins,D,212,72,10,0,0,0,0,0,0,2.0,0.0,0.0,0,6.0,22.0,17.0
555,Zachary,Aston-Reese,San Jose Sharks,L,203,73,13,0,0,0,0,0,0,4.0,2.0,12.0,0,11.0,34.0,5.0
556,Arshdeep,Bains,New Jersey Devils,L,184,72,18,0,0,0,0,0,0,8.0,2.0,9.0,0,13.0,17.0,5.0
557,Uvis,Balinskis,,D,196,72,12,0,0,0,0,0,0,6.0,0.0,0.0,0,7.0,17.0,9.0
558,Aleksander,Barkov,Florida Panthers,C,214,75,0,0,0,0,0,0,0,,,,0,,,
559,Justin,Barron,St. Louis Blues,D,198,74,19,0,0,0,0,0,0,6.0,0.0,0.0,0,15.0,13.0,22.0
560,Ethan,Bear,New York Islanders,D,219,71,0,0,0,0,0,0,0,,,,0,,,
561,Owen,Beck,,C,199,72,2,0,0,0,0,0,0,0.0,7.0,5.0,0,1.0,0.0,1.0
562,Jamie,Benn,Edmonton Oilers,L,210,75,3,0,0,0,0,0,0,2.0,7.0,8.0,0,4.0,8.0,0.0
563,Simon,Benoit,New York Rangers,D,210,76,21,0,0,0,0,0,0,17.0,0.0,0.0,0,16.0,49.0,34.0
564,Zach,Benson,,L,177,70,8,0,0,0,0,0,0,6.0,2.0,1.0,0,16.0,4.0,7.0
565,Jacob,Bernard-Docker,Pittsburgh Penguins,D,196,73,11,0,0,0,0,0,0,2.0,0.0,0.0,0,11.0,10.0,6.0
566,Tobias,Bjornfot,Florida Panthers,D,200,72,0,0,0,0,0,0,0,,,,0,,,
567,Matěj ,Blümel,Boston Bruins,R,202,72,3,0,0,0,0,0,0,0.0,0.0,1.0,0,4.0,2.0,2.0
568,Zach,Bogosian,Ottawa Senators,D,231,75,6,0,0,0,0,0,0,0.0,0.0,0.0,0,5.0,7.0,9.0
569,Adam,Boqvist,,D,195,72,8,0,0,0,0,0,0,2.0,0.0,0.0,0,2.0,3.0,6.0
570,Michael,Brandsegg-Nygård,Pittsburgh Penguins,R,204,73,9,0,0,0,0,0,0,2.0,0.0,0.0,0,14.0,28.0,6.0
571,Michael,Callahan,Boston Bruins,D,195,74,3,0,0,0,0,0,0,0.0,0.0,0.0,0,2.0,3.0,6.0
572,Kyle,Capobianco,Edmonton Oilers,D,194,75,7,0,0,0,0,0,0,2.0,0.0,0.0,0,3.0,3.0,3.0
573,Declan,Carlile,Los Angeles Kings,D,190,75,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,4.0
574,Brandon,Carlo,New York Rangers,D,227,77,18,0,0,0,0,0,0,6.0,0.0,0.0,0,23.0,12.0,34.0
575,Seamus,Casey,Montréal Canadiens,D,162,70,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,1.0
576,Berkly,Catton,,C,179,70,16,0,0,0,0,0,0,2.0,10.0,13.0,0,11.0,1.0,12.0
577,Erik,Cernak,Los Angeles Kings,D,230,76,19,0,0,0,0,0,0,21.0,0.0,0.0,0,13.0,40.0,43.0
578,Mitchell,Chaffee,Los Angeles Kings,R,197,73,7,0,0,0,0,0,0,4.0,1.0,2.0,0,8.0,19.0,2.0
579,Jalen,Chatfield,Detroit Red Wings,D,209,73,14,0,0,0,0,0,0,8.0,0.0,0.0,0,22.0,11.0,14.0
580,Nikita,Chibrikov,,R,170,70,8,0,0,0,0,0,0,12.0,0.0,0.0,0,5.0,10.0,5.0
581,Declan,Chisholm,Dallas Stars,D,205,73,9,0,0,0,0,0,0,2.0,0.0,0.0,0,7.0,3.0,7.0
582,Jaroslav,Chmelar,,R,226,76,2,0,0,0,0,0,0,5.0,0.0,0.0,0,1.0,5.0,0.0
583,Dennis,Cholowski,Montréal Canadiens,D,210,74,10,0,0,0,0,0,0,0.0,0.0,0.0,0,6.0,1.0,11.0
584,Jake,Christiansen,San Jose Sharks,D,199,72,18,0,0,0,0,0,0,2.0,0.0,0.0,0,16.0,13.0,7.0
585,Connor,Clattenburg,New York Islanders,C,215,74,1,0,0,0,0,0,0,2.0,0.0,0.0,0,2.0,1.0,2.0
586,Connor,Clifton,Toronto Maple Leafs,D,196,72,8,0,0,0,0,0,0,4.0,0.0,0.0,0,6.0,36.0,19.0
587,Braeden,Cootes,New Jersey Devils,C,183,71,3,0,0,0,0,0,0,0.0,5.0,8.0,0,0.0,3.0,1.0
588,Max,Crozier,Los Angeles Kings,D,204,75,8,0,0,0,0,0,0,2.0,0.0,0.0,0,14.0,10.0,5.0
589,Evgenii,Dadonov,Montréal Canadiens,L,188,71,4,0,0,0,0,0,0,0.0,0.0,0.0,0,5.0,1.0,3.0
590,Phillip,Danault,Carolina Hurricanes,C,200,73,22,0,0,0,0,0,0,6.0,166.0,146.0,0,35.0,18.0,10.0
591,Justin,Danforth,,R,193,68,4,0,0,0,0,0,0,2.0,17.0,14.0,0,2.0,3.0,4.0
592,Jared,Davidson,,C,183,71,4,0,0,0,0,0,0,2.0,0.0,1.0,0,6.0,9.0,0.0
593,Luca,Del Bel Belluz,San Jose Sharks,C,185,73,7,0,0,0,0,0,0,2.0,10.0,24.0,0,6.0,1.0,5.0
594,Ethan,Del Mastro,Philadelphia Flyers,D,210,76,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,6.0,2.0
595,Vincent,Desharnais,,D,225,79,18,0,0,0,0,0,0,20.0,0.0,0.0,0,11.0,23.0,29.0
596,Nicolas,Deslauriers,,L,218,73,10,0,0,0,0,0,0,10.0,1.0,0.0,0,4.0,35.0,1.0
597,Jack,Devine,,R,173,71,2,0,0,0,0,0,0,0.0,0.0,0.0,0,4.0,2.0,0.0
598,Curtis,Douglas,Los Angeles Kings,C,242,81,15,0,0,0,0,0,0,46.0,1.0,1.0,0,7.0,18.0,6.0
599,Pierre-Luc,Dubois,Dallas Stars,L,220,76,6,0,0,0,0,0,0,2.0,33.0,45.0,0,9.0,6.0,4.0
600,Mathew,Dumba,Toronto Maple Leafs,D,191,72,7,0,0,0,0,0,0,11.0,0.0,0.0,0,4.0,13.0,6.0
601,Brian,Dumoulin,Carolina Hurricanes,D,214,76,22,0,0,0,0,0,0,4.0,0.0,0.0,0,21.0,15.0,32.0
602,Sean,Durzi,,D,196,73,2,0,0,0,0,0,0,4.0,0.0,0.0,0,2.0,3.0,4.0
603,Ethan,Edwards,New Jersey Devils,D,176,70,0,0,0,0,0,0,0,,,,0,,,
604,Domenick,Fensore,Detroit Red Wings,D,175,69,1,0,0,0,0,0,0,0.0,0.0,0.0,0,2.0,1.0,3.0
605,Oscar,Fisker Molgaard,,C,168,72,2,0,0,0,0,0,0,0.0,5.0,2.0,0,1.0,1.0,0.0
606,Cale,Fleury,,D,204,73,4,0,0,0,0,0,0,5.0,0.0,0.0,0,3.0,6.0,2.0
607,Haydn,Fleury,,D,207,76,15,0,0,0,0,0,0,6.0,0.0,0.0,0,11.0,22.0,26.0
608,Marcus,Foligno,Ottawa Senators,L,226,75,21,0,0,0,0,0,0,25.0,1.0,3.0,0,17.0,72.0,31.0
609,Nick,Foligno,Philadelphia Flyers,L,210,72,15,0,0,0,0,0,0,16.0,85.0,79.0,0,16.0,41.0,12.0
610,Derek,Forbort,New Jersey Devils,D,216,76,2,0,0,0,0,0,0,2.0,0.0,0.0,0,1.0,2.0,4.0
611,Parker,Ford,,C,181,69,11,0,0,0,0,0,0,4.0,29.0,36.0,0,7.0,20.0,12.0
612,Gustav,Forsling,,D,199,73,21,0,0,0,0,0,0,6.0,0.0,0.0,0,28.0,18.0,26.0
613,Cam,Fowler,Buffalo Sabres,D,213,74,22,0,0,0,0,0,0,4.0,0.0,0.0,0,32.0,2.0,23.0
614,Jonah,Gadjovich,,L,211,75,10,0,0,0,0,0,0,7.0,0.0,0.0,0,8.0,30.0,4.0
615,Marc,Gatcomb,,C,200,74,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,7.0,0.0
616,Jacob,Gaucher,,C,185,75,3,0,0,0,0,0,0,0.0,9.0,10.0,0,3.0,2.0,1.0
617,Frederick,Gaudreau,,C,184,72,8,0,0,0,0,0,0,2.0,38.0,68.0,0,7.0,3.0,6.0
618,Brendan,Gaunce,San Jose Sharks,C,222,74,1,0,0,0,0,0,0,2.0,5.0,2.0,0,0.0,0.0,2.0
619,Conor,Geekie,Los Angeles Kings,C,212,76,6,0,0,0,0,0,0,4.0,8.0,13.0,0,5.0,15.0,5.0
620,Mason,Geertsen,,L,231,76,5,0,0,0,0,0,0,12.0,0.0,0.0,0,1.0,8.0,0.0
621,Patrick,Giles,,R,218,77,3,0,0,0,0,0,0,0.0,9.0,6.0,0,2.0,3.0,3.0
622,Adam,Ginning,,D,196,75,5,0,0,0,0,0,0,0.0,0.0,0.0,0,2.0,4.0,5.0
623,Samuel,Girard,Calgary Flames,D,170,70,6,0,0,0,0,0,0,2.0,0.0,0.0,0,4.0,4.0,6.0
624,Luke,Glendening,Montréal Canadiens,C,190,71,21,0,0,0,0,0,0,2.0,133.0,112.0,0,14.0,26.0,17.0
625,Noah,Gregor,,L,201,72,8,0,0,0,0,0,0,2.0,4.0,6.0,0,10.0,10.0,1.0
626,Carl,Grundstrom,,R,200,72,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,1.0
627,Matt,Grzelcyk,Philadelphia Flyers,D,180,70,21,0,0,0,0,0,0,12.0,0.0,0.0,0,29.0,9.0,18.0
628,Erik,Gudbranson,San Jose Sharks,D,222,77,4,0,0,0,0,0,0,6.0,0.0,0.0,0,3.0,5.0,1.0
629,Hunter,Haight,Ottawa Senators,C,173,70,2,0,0,0,0,0,0,0.0,7.0,9.0,0,0.0,2.0,0.0
630,Stephen,Halliday,,C,214,76,2,0,0,0,0,0,0,0.0,2.0,2.0,0,1.0,0.0,1.0
631,Travis,Hamonic,Pittsburgh Penguins,D,193,73,13,0,0,0,0,0,0,16.0,0.0,0.0,0,13.0,13.0,15.0
632,Joel,Hanley,Vancouver Canucks,D,186,71,20,0,0,0,0,0,0,13.0,0.0,0.0,0,14.0,15.0,30.0
633,Garnet,Hathaway,,R,212,74,20,0,0,0,0,0,0,19.0,4.0,1.0,0,9.0,72.0,18.0
634,John,Hayden,,C,223,75,3,0,0,0,0,0,0,2.0,6.0,9.0,0,2.0,7.0,2.0
635,Kevin,Hayes,Toronto Maple Leafs,R,217,75,6,0,0,0,0,0,0,0.0,9.0,17.0,0,8.0,7.0,2.0
636,Victor,Hedman,Los Angeles Kings,D,244,79,15,0,0,0,0,0,0,4.0,0.0,0.0,0,23.0,7.0,28.0
637,Danton,Heinen,Toronto Maple Leafs,L,187,74,6,0,0,0,0,0,0,2.0,2.0,3.0,0,8.0,6.0,8.0
638,Samuel,Helenius,Carolina Hurricanes,C,201,78,2,0,0,0,0,0,0,0.0,3.0,8.0,0,2.0,9.0,1.0
639,Hayden,Hodgson,,R,226,74,5,0,0,0,0,0,0,7.0,0.0,0.0,0,0.0,16.0,1.0
640,Nils,Hoglander,Vancouver Canucks,L,185,69,0,0,0,0,0,0,0,,,,0,,,
641,Alexander,Holtz,,R,198,72,7,0,0,0,0,0,0,6.0,0.0,2.0,0,12.0,2.0,5.0
